application,review,rating,clean_review,sentiment
Alodokter,"Maaf ya tolong dong kalau mau bener , bener skalian saya ini anak yatim asli gk pnya ortu laki masa mau di bohongi juga astagfirullah , makan dari uang anak yatim dosa inget dosa",2,maaf ya tolong bener bener skalian anak yatim asli gk pnya ortu laki bohongi astagfirullah makan uang anak yatim dosa inget dosa,negative
Halodoc,"Saya pesan obat di hampir jam 8 pagi, dan keterangan di aplikasi akan sampai pukul 8.53, ternyata sekarang jam 9.02 obat belum saja diterima dan keterangan di aplikasi 18 menit lagi sampai. kecewaaaa",1,pesan obat jam 8 pagi keterangan aplikasi 853 jam 902 obat diterima keterangan aplikasi 18 menit kecewaaaa,negative
Alodokter,Berguna Sekali dan nyaman langsung tanggap tapi kenapa harus berbayar buat chat berikutnya Apa data kita aman? Kemarin saya download aplikasi hari ini saya ditlp katanya saya sudah masuk asuransi DBD dlm satu tahun kena dbd nanti bisa diklaim 2jt akan ditransfer ke rekening. Ini apa toh??? Ko no TLP rasa gak aman pake minta no rekening segala nama banknya apa? jawab Saya gak punya rekening langsung di tutup sama disana,2,berguna nyaman langsung tanggap berbayar chat data aman kemarin download aplikasi ditlp masuk asuransi dbd dlm kena dbd diklaim 2jt ditransfer rekening ko no tlp gak aman pake no rekening nama banknya gak rekening langsung tutup disana,negative
Halodoc,Ku kira tanya jawabnya gratis. Ternyata bayar.,2,ku gratis bayar,negative
Alodokter,respon cepat dan sangat membantu,5,respon cepat membantu,positive
Halodoc,"Saya kira Obat diantar dihari yang sama, ternyata ada sebagian obat harus nunggu lama berhari hari",3,obat diantar dihari obat nunggu berhari,negative
Alodokter,Baik,5,,positive
Alodokter,"Respon cepat, terimakasih",3,respon cepat terimakasih,negative
Alodokter,Mencoba semoga bisa membantu,4,mencoba semoga membantu,positive
Alodokter,Terima kasih...,4,terima kasih,positive
Halodoc,Baik pqk oke cuma usah bayar tanya nya,3,pqk oke bayar nya,negative
Alodokter,Jelas,3,,negative
Alodokter,"1.Konsultasi wajib bayar 2.Tidak ada respon dri apa yg dikonsultasikan dari dokternya 3.Uang hangus tanpa dapat solusi😪 seperti itukah sistem kerjanya?????????? mungkin buat org kaya segitu uang receh apakah tidak diperhitungan untuk orang"" pas""an yg ingin mencoba layanan konsultasi online Luar biasa cara kerja aplikasinya wkwkwk top gokil auto kaya raya developernya",1,1konsultasi wajib bayar 2tidak respon dri yg dikonsultasikan dokternya 3uang hangus solusi sistem kerjanya org kaya segitu uang receh diperhitungan orang pasan yg mencoba layanan konsultasi online kerja aplikasinya wkwkwk top gokil auto kaya raya developernya,negative
Halodoc,sangat menolong jika tidak memungkinkan keluar rumah dan tidak perlu antri,5,menolong rumah antri,positive
Alodokter,Good,4,good,positive
Alodokter,"Cukup puas dgn jawabannya.memberi solusi yg terbaik, cepat.",3,puas dgn jawabannyamemberi solusi yg terbaik cepat,negative
Alodokter,pengalaman terburuk menggunakan aplikasi ini 1. janji temu dengan dokter spesialis ternyata jam praktik dokter di rumah sakit sama yang TERTERA DI APK BEDA alhasil pulang dengan kecewa. 2. chat dokter umum menunggu dokter mengetik LAMA BANGET tiba tiba CHAT BERHENTI/ DI TUTUP. sistemnya perbaiki lagi lah kalo kek gini lama lama rating nih apk turun.,1,pengalaman terburuk aplikasi 1 janji temu dokter spesialis jam praktik dokter rumah sakit tertera apk beda alhasil pulang kecewa 2 chat dokter menunggu dokter mengetik banget chat berhenti tutup sistemnya perbaiki kalo kek gini rating nih apk turun,negative
Halodoc,membantu sekali,5,membantu,positive
Alodokter,Heh bego klo mau ngobatin org masa cht aja bayar.gila sih blm apa apa.obat gk di ksih mlh surub byr 49000 Mnding brobat gw,1,heh bego klo ngobatin org cht aja bayargila sih blm apaobat gk ksih mlh surub byr 49000 mnding brobat gw,negative
Halodoc,sangat membantu,5,membantu,positive
Alodokter,Semoga bisa jadi asbab penyembuhan.. Aaminn,5,semoga asbab penyembuhan aaminn,positive
Alodokter,Kenapa ya tiba tiba saya di telfon tapi ngga jelas ngomong apa.,2,ya telfon ngga ngomong,negative
Halodoc,Resep dokternya obatnya beda kaya dokter offline,2,resep dokternya obatnya beda kaya dokter offline,negative
Halodoc,"aneh sekali, Tidak semua obat yg direkomendasikan dokter itu ada dan bisa di tebus",2,aneh obat yg direkomendasikan dokter tebus,negative
Alodokter,Hidup Sehat ApakahHarus Ngeluarkan Biaya (tanda tanya besar).,4,hidup sehat apakahharus ngeluarkan biaya tanda,positive
Halodoc,membantu,5,membantu,positive
Halodoc,"dokter nya cepat respond nya,,, untuk anak kos spt aku amat sangat terbantu",5,dokter nya cepat respond nya anak kos spt terbantu,positive
Halodoc,Nyoba dulu.,3,nyoba,negative
Alodokter,Baru saja sy mw chat dokter d alodokter udh byar 8.500 tp blm d respon smpe skrg sy tnguii jwbanya,2,sy mw chat dokter d alodokter udh byar 8500 tp blm d respon smpe skrg sy tnguii jwbanya,negative
Halodoc,"Konsultasi cuma dikasih durasi 45 menit. Mungkin kalau dokter umum wajar ya cukup lah itu, gw di psikolog mana cukup woyy. Dan lagi ge belum selesai curhat dokter dah off padahal masih ada waktu ya Allah jawaban juga kurang memuaskan 🙏🏼🦵🏼🙂",3,konsultasi dikasih durasi 45 menit dokter wajar ya gw psikolog woyy ge selesai curhat dokter dah off ya allah memuaskan,negative
Alodokter,Sudah 4 hari saya minum TUGINGO hasilnya sudah mulsi kelihatan pinggang sudah berkurang sakitnya saat bangun tidur tapi untuk kencingpertama pagi hari masih berbusa tapi kencing berikutnya lebih bersih busanya sedikit apa itu sudah benar bekerja dalam ginjsl trims.,3,4 minum tugingo hasilnya mulsi pinggang berkurang sakitnya bangun tidur kencingpertama pagi berbusa kencing bersih busanya ginjsl trims,negative
Halodoc,"Mau beli obat lagi butuh banget pas mau checkout malah loading terus, sinyal aman, hp anti lelet, mungkin aplikasinya?",1,beli obat butuh banget pas checkout loading sinyal aman hp anti lelet aplikasinya,negative
Alodokter,"Tambahin bintangnya satu. Masih kurang nyaman dengan pelayanannya yang beberapa melalui telepon. Mungkin lebih baik kalau sudah ada aplikasi, segala sesuatunya dilakukan via aplikasi aja supaya lebih aman dan nyaman bagi pengguna. Maaf, aplikasinya saya uninstall.",2,tambahin bintangnya nyaman pelayanannya telepon aplikasi via aplikasi aja aman nyaman pengguna maaf aplikasinya uninstall,negative
Halodoc,🙄🙄🙄👎👎👎👎,1,,negative
Alodokter,Saya mau tanya obat kutil di leher,2,obat kutil leher,negative
Alodokter,Dokter yg ramah dan puas dengan penjelasannya. Sehat juga dokternya dan selalu menjadi berkat bagi orang lain. Amin🙏🏻☺️,5,dokter yg ramah puas penjelasannya sehat dokternya berkat orang amin,positive
Alodokter,Sangat memuaskan,1,memuaskan,negative
Alodokter,Sangat membantu,5,membantu,positive
Alodokter,Terimakasih buat alo dokter sudah memberikan solusi buat saya,4,terimakasih alo dokter solusi,positive
Alodokter,Good,3,good,negative
Alodokter,"Halo dok saya habis operasi prostat 6bulan lalu ,apa boleh saya minum obat kuat agar bisa ereksi lebih lama , terimah kasih",4,halo dok habis operasi prostat 6bulan minum obat kuat ereksi terimah kasih,positive
Alodokter,Mau tanya aja harus bayar,1,aja bayar,negative
Halodoc,"Puas dg pelayanan nya yg cepat, dokter yg ramah""",5,puas dg pelayanan nya yg cepat dokter yg ramah,positive
Halodoc,"Saya mau chat dgn dokter penyakit dalam saldo saya terpotong tapi dokter nya tidak merespon,saat hendak men chat malah di minta pembayaran lagi...ini bagaimana ya",3,chat dgn dokter penyakit saldo terpotong dokter nya meresponsaat men chat pembayaran lagiini ya,negative
Alodokter,kenapa tiba-tiba sesi chat selesai padahal konsul pun belum selesai. konsul aku pun ngga terjawab sama sekali. aneh,1,tibatiba sesi chat selesai konsul selesai konsul ngga terjawab aneh,negative
Alodokter,dapat membantu memperoleh informasi kesehatan dengan keluhan yang sedang diderita saat ini,3,membantu memperoleh informasi kesehatan keluhan diderita,negative
Halodoc,is good,3,is good,negative
Halodoc,"Apk rusak. Dokter sibuk, riwayat chat tidak sesuai, sudah bayar tapi tidak dapat konsultasi. Scam.",1,apk rusak dokter sibuk riwayat chat sesuai bayar konsultasi scam,negative
Halodoc,Dengan terpaksa saya tarik bintang 5 nya. Menunggu obat sudah lama2 malah dibatalkan. Kalau tau begitu lebih baik langsung ke klinik aja. Mana gak bisa dibalikin uangnya..,2,terpaksa tarik bintang 5 nya menunggu obat lama2 dibatalkan tau langsung klinik aja gak dibalikin uangnya,negative
Halodoc,Kelamaan nunggu obat. Sudah 3 hr gak datang. Mending konsul aja jangan beli obat disini kelmaan nunggu. Kapok saya,2,nunggu obat 3 hr gak mending konsul aja beli obat kelmaan nunggu kapok,negative
Halodoc,"Thanks halodoc, aku jadi gampang banget buat tanya2 masalah kesehatan dan kondisi tubuh aku tanpa harus pergi ke rumahsakit",4,thanks halodoc gampang banget tanya2 kesehatan kondisi tubuh pergi rumahsakit,positive
Halodoc,"Saya sgt sering menggunakan halodoc utk konsultasi, tapi sudah 2x ini saya dpt pengalaman tdk enak. Saya sudah bayar 59rb, bagi saya itu tdk sedikit, tapi WAKTU 30 MENIT SAYA TIDAK CUKUP DAN PUAS krn dokter yg slowrespon. Masih ada yg ingin saya tanya, baik sakitnya atau obatnya tapi sesi sudah selesai. TOLONG JANGAN 30 MENIT SAJA, TAPI LEBIH!",3,sgt halodoc utk konsultasi 2x dpt pengalaman tdk enak bayar 59rb tdk 30 menit puas krn dokter yg slowrespon yg sakitnya obatnya sesi selesai tolong 30 menit,negative
Halodoc,Last Respon,3,last respon,negative
Halodoc,Xx as a,3,xx as a,negative
Halodoc,Mantap,4,mantap,positive
Halodoc,"Tidak bisa menyimpan alamat secara manual, alamatnya ditentukan secara otomatis... lokasi pin sudah sesuai tapi alamat yg muncul berbeda, masukin alamat manual malah yg keluar alamat2 rekomendasi yg gk jelas 😑 perbaiki itu, apa gunanya fitur simpan alamat kalau gk bisa disetting alamat secara manual?? contoh fitur simpan alamat dari E-commerce yg bisa simpan alamat secara manual, tag pin akurat sesuai alamat yg ter pin 🙄 isi alamatnya ribet",1,menyimpan alamat manual alamatnya ditentukan otomatis lokasi pin sesuai alamat yg muncul berbeda masukin alamat manual yg alamat2 rekomendasi yg gk perbaiki gunanya fitur simpan alamat gk disetting alamat manual contoh fitur simpan alamat ecommerce yg simpan alamat manual tag pin akurat sesuai alamat yg ter pin isi alamatnya ribet,negative
Halodoc,Udh download jadi ragu rating jelek sekali,3,udh download ragu rating jelek,negative
Alodokter,ok punya mantap,5,ok mantap,positive
Halodoc,"Tidak profesional. Pengiriman lama. Barang dibetalase ada, tapi ternyata tidak ada",1,profesional pengiriman barang dibetalase,negative
Alodokter,"Sebenarnya banyak membantu aplikasi ini, apalagi kalo pas malem butuh bantuan, tapi sayang dichat itu kita tidak bisa memilih chat mana yang dibalas, seperti aplikasi WA jadi sering kali tidak nyambung percakapannya. Belum kalo ketemu dokter yang baperan tambah ruwet, Yach apa mau dikata ya bayar segitu ya pelayanan seadanya",3,membantu aplikasi kalo pas malem butuh bantuan sayang dichat memilih chat dibalas aplikasi wa kali nyambung percakapannya kalo ketemu dokter baperan ruwet yach dikata ya bayar segitu ya pelayanan seadanya,negative
Halodoc,"Tolong di tingkatkan kinerja, karyawannya agak sedikit lemot, lelet kasihaan driver pada nunggu, jl Tebet barat 1 no 21",3,tolong tingkatkan kinerja karyawannya lemot lelet kasihaan driver nunggu jl tebet barat 1 no 21,negative
Alodokter,Saya kasih bintang 3 dlu,3,kasih bintang 3 dlu,negative
Alodokter,"Aplikasi lemah tak berguna, sudah 2x saya pesan janji temu dgn 2 dokter di 2 RS, keduanya dibatalin dgn segala macam alasan, padahal saya sudah nyetel waktu, mending mmg datang langsung saja ke RS ga usah booking2 ginian",1,aplikasi lemah berguna 2x pesan janji temu dgn 2 dokter 2 rs dibatalin dgn alasan nyetel mending mmg langsung rs ga booking2 ginian,negative
Halodoc,Membantu,4,membantu,positive
Alodokter,simple dan membantu banget,5,simple membantu banget,positive
Halodoc,"Entah kenapa skrg halodoc aplikasi nya payah bgt! Setiap kali mau lanjut menu pesanan obat, dan lanjut ke menu pembayaran selalu nge lack! Dan kembali ke layar utama. Pdhl udh diupdate dan install ulang. Tlg diperbaiki sistem nya. Krn ini urusan org sakit. Artinya smua urgent!",2,skrg halodoc aplikasi nya payah bgt kali menu pesanan obat menu pembayaran nge lack layar utama pdhl udh diupdate install ulang tlg diperbaiki sistem nya krn urusan org sakit smua urgent,negative
Alodokter,Konsultasi dokter dengan aman dan mudah,4,konsultasi dokter aman mudah,positive
Halodoc,Cepat tanggap,5,cepat tanggap,positive
Alodokter,Sangat membantu,3,membantu,negative
Halodoc,Sumpah ribet bgt ini apk. Pake di web gak bs pembayaran. Akhir download sama ajah. Buang buang kuota.! Padahla dulu gak kaya gini loh,1,sumpah ribet bgt apk pake web gak bs pembayaran download ajah buang buang kuota padahla gak kaya gini loh,negative
Halodoc,gmna cara nya yang lupa email no telfon,1,gmna nya lupa email no telfon,negative
Halodoc,Aplikasi ini sangat bermanfaat untuk konsultasi kesehatan,4,aplikasi bermanfaat konsultasi kesehatan,positive
Halodoc,"Untuk opsi pembayaran tlong di perluas lgi, jgn hnya bisa melalui gopay ajah, thks",3,opsi pembayaran tlong perluas lgi jgn hnya gopay ajah thks,negative
Alodokter,dokternya ramah,5,dokternya ramah,positive
Alodokter,puas,5,puas,positive
Halodoc,Good,5,good,positive
Halodoc,semenjak kolab sama kemenkes harga konsulnya naik :(,3,semenjak kolab kemenkes harga konsulnya,negative
Alodokter,Cukup membantu dalam menjelaskan,3,membantu,negative
Halodoc,"Dokter nya selalu sibuk ketika sudah jam mulai konsultasi, jelek bangettttt",1,dokter nya sibuk jam konsultasi jelek bangettttt,negative
Alodokter,Mambantu sekali,2,mambantu,negative
Halodoc,Gk bs beli beberapa obt,3,gk bs beli obt,negative
Alodokter,Alhamdullah jd hati ini tenang,2,alhamdullah jd hati tenang,negative
Alodokter,sangat membantu,5,membantu,positive
Halodoc,"Chat dg dokter sangat mebantu, informatif, tp pas beli obat nya lgsg ke halodoc, jauh banget, sma satu resep 2x pengiriman (obat nya terpisah) ... double cost jdi nya.",3,chat dg dokter mebantu informatif tp pas beli obat nya lgsg halodoc banget sma resep 2x pengiriman obat nya terpisah double cost jdi nya,negative
Alodokter,banyak ilmu yang di dapatkan dari aplikasi ini.dan banyak menambah wawasan tentang kesehatan yang gratis🤭🤭,5,ilmu dapatkan aplikasi inidan menambah wawasan kesehatan gratis,positive
Halodoc,"Aplikasi gak guna,, dokter chatnya gak dibalas ,percuma uninstall aja",1,aplikasi gak dokter chatnya gak dibalas uninstall aja,negative
Alodokter,Jagat bermanfaat bagi orang lain pak dokter,3,jagat bermanfaat orang dokter,negative
Alodokter,"Semenjak saya daftar aplikasi alodokter emang bagus konsul ke dokternya, cuma banyak orang yang telfon2 ke nomer saya",2,semenjak daftar aplikasi alodokter emang bagus konsul dokternya orang telfon2 nomer,negative
Halodoc,Cukup informatif..,3,informatif,negative
Alodokter,mantep garcep responya😎,5,mantep garcep responya,positive
Halodoc,aplikasi yg selalu ngebantu saat bingung konsultasi dokter & mager beli obat ke apotik,5,aplikasi yg ngebantu bingung konsultasi dokter mager beli obat apotik,positive
Halodoc,Apakah ada promo gratis untuk konsultasi dengan dokter?,1,promo gratis konsultasi dokter,negative
Halodoc,Dokter Banyak dan Tersedia dengan baik.. Tapi Obat semua yang direkomendasikan selalu habis,3,dokter tersedia obat direkomendasikan habis,negative
Halodoc,"Dokternya enak,gercep",4,dokternya enakgercep,positive
Alodokter,Respon yg diberikan cepat dn jelas.. sangat membantu..,4,respon yg cepat dn membantu,positive
Halodoc,Aplikasi nyusahin orang mau beli obat via Tokopedia aja chat dokter nya gak bisa2,1,aplikasi nyusahin orang beli obat via tokopedia aja chat dokter nya gak bisa2,negative
Halodoc,"ini beneran gak sih kecewa banget, udah pesen obat udah bayar malah servernya hilang.",1,beneran gak sih kecewa banget udah pesen obat udah bayar servernya hilang,negative
Alodokter,Ok,3,ok,negative
Alodokter,Realtime dan nyaman untuk konsul,5,realtime nyaman konsul,positive
Alodokter,Udah bayar dokter tapi tdk ada balesan sama sekali. Bener2 kecewa,1,udah bayar dokter tdk balesan bener2 kecewa,negative
Halodoc,Coba dulu ya,2,coba ya,negative
Alodokter,Semoga bermanfaat,4,semoga bermanfaat,positive
Alodokter,TrimaKasih Yah Sudah Membantu saya dan istri sya,3,trimakasih yah membantu istri sya,negative
Halodoc,"Lah gimana mau beli obat nya, orang alamat saya aja tidak tersedia, tolong dong di perluaskan tempatnya kalau niat membantu mengobati pasien,saya kaya gini jadinya bingung, perluas Kec.Sampang Kab.Cilacap Prov.Jawa tengah,saya tunggu secepatnya..",2,gimana beli obat nya orang alamat aja tersedia tolong perluaskan tempatnya niat membantu mengobati pasiensaya kaya gini bingung perluas kecsampang kabcilacap provjawa tengahsaya tunggu secepatnya,negative
Alodokter,Terima ksih dok sran nya,4,terima ksih dok sran nya,positive
Halodoc,Ok kecuali surat ket sakit tidak ada ttd dan cap,3,ok kecuali surat ket sakit ttd cap,negative
Halodoc,"Cuman pengen nanya obat, kenapa harus bayar dulu,, padahal saya hanya ingin bertanya.??",2,cuman pengen nanya obat bayar,negative
