application,review,rating
Halodoc,"Ongkosnya mahal banget padahal apoteknya masih 1 kelurahan sama rumah saya, ongkos 18rb yang diterima driver cuma 10400.",3
Alodokter,Sangat membantu,3
Alodokter,beli obat gak sampe sampe.. uangnya melayang,1
Halodoc,jelek banget ga jelas,1
Halodoc,"Banyak bgt yg blg kalo psikolog bisa jadi solusi buat yang punya masalah. Udah bayar 50k baru aja ngetik udah di katain dokter psikolog nya ""JANGAN BERTELE TELE"" ""LAH EMG IYA"" akhirnya mau cerita malah jadi takut. Apa karna bayarnya murah cm 50rb? Saya rasa sesi gak ada 5 menit deh..3 menitan terus ngasih saran berfikir positif, terus off. Lagian kalo emang gamau buka praktek ngapain online? Ngantuk? Maaf sy uninstall. Ga semua dokter begini tp sya gedek aja",1
Alodokter,sangat membantu dalam kesehatan,4
Halodoc,Metode pembayaran tolong di permudah /perjelas untuk kelas rendah.teimakasih,2
Alodokter,pelayanan sangat bagus dokter terimakasih 🙏,5
Alodokter,"Respons lama, setelah chat sm asisten dokter, mau chat sm dokter ny langsung di bales ny lama banget. Kata ny cepat respon tp nyata ny ngga.",3
Halodoc,"Saya sangat kecewa dengan Dr irma permamasari gani SP.KJ Beliau tanya keluhan saya, saya jawab Lalu sangat lama sekali beliau tidak balas..tiba2 wkt sudah selesai. Saya bayar untuk cari solusi bu Bukan untuk tau keluhan saya apa aja",1
Halodoc,"Aplikasi haram, Gelar dokter masih ngemis duit di aplikasi Perbaiki sistem kalo perlu beri tombol report, udah dibayar tujuan biar dapat konsul malah baru dichat langsung offline, meskipun entah hanya 20rb, 50rb atau lebih banyak itu tetap uang bagi kami. 50rb bagimu mungkin gk seberapa tpi bagi orang lain beda!!",1
Alodokter,suka banget sama respon nya trimakasih dok,5
Alodokter,sangat memusakan,4
Alodokter,puas,5
Halodoc,"Cara verifikasi profil gimna si saya udah coba berkali kali gagal trs, lagi stress malah tambah strees",2
Halodoc,Kenapa ya halodoc kalau pesan bayarnya gk bisa tunai?,2
Halodoc,sangat baik,5
Halodoc,Mantul,4
Halodoc,"Mengecewakan halodoc saya mau vaksinasi tahap 1 driver thru gojek untuk tgl 3 juni 20121 tp hrs bwt janji lwat aplikasi ini,sudah bwat janji selang beberapa detik buat janji dibatalkan terus sampe 4x,salah di mana ini,trus chat engine ga nyambung saya sudah jawab pertanyaan sesuai perintah tp di ulang"" terus pertanyaan,Apk nya kurang pintar mesti bayak di improvement servernya,SDM,jgn asal-asalan buat aplikasi.ditambah kersama dengan gojek di aplikasi ga bisa dihubungi lwat WA",1
Halodoc,"tolong perbaiki masalah GPS, oh ya kenapa gak ada masukin alamat secara manual? alamat pake GPS ngaco google mapsnya, misal rumah aku di jalan A sesuai KTP tp di map halodoc nama jalannya B.",3
Alodokter,Apa asam urat sama nyeri sendi penyakit yg sama apa obat yg baik,3
Halodoc,"alhamdulillah ngebantu saat sakit gak usah brangkat kemana mana, obatnya tinggal nunggu dikirim,..",5
Alodokter,"INI APLIKASI OVERCLAIM, obat saya tidak dikirim-kirim padahal di aplikasi bilang Max 1 jam!!!!, Chat CS nya gaada ngebantu sama sekali orang sudah mau mati tapi tidak diantar"" akhirnya terpaksa beli di apotik!!! DASAR PENIPUAN",1
Halodoc,"Ngadain promo gojek,tapi dimasukin kode promo ga berlaku Taiiiiiii....",1
Halodoc,Pengguna baru,2
Halodoc,Senang dapat berkonsultasi,5
Alodokter,"Menyedihkan chat belum sempat dibalas langsung tertutup, padahal sudah dibayar",1
Alodokter,Sangat luar biasa tanggapan dr,2
Halodoc,Bagus,4
Alodokter,baik penjelasan nya sangat jelas,5
Alodokter,"Itu kenapa ya kok saya sampai ditelponin setiap hari minimal satu kali sama orang yang bilang dari alodokter menawarkan & membantu mengaktifkan seperti chat unlimited per bulan ya, saya merasa seperti di teror ditelponin setiap hari dengan nomor yang berbeda-beda, apakah itu oknum atau memang seperti itu ya dari alodokter?",2
Halodoc,Pengiriman obat lemot udah 7 hari blom nyampe estimasi katanya 3 hari,1
Alodokter,ASSALAMU'ALAIKUM WR WB DOK.. TOLONG GIMANA NIH.. SAYA TDK BISA MASUKKAN KE APLIKASI NYA,3
Halodoc,Cs Alodoc yg mana ya? Susah banget kontek. Udah coba call not available! Sudah chat email pun blm respons. Live chat belum avail juga,1
Halodoc,sangat membantu.. dan memudahkan..,5
Alodokter,"Saya sudah 3x menggunakan fitur chat di aplikasi Alodokter dgn 3 dokter berbeda, dan ketiganya menjawab pertanyaan dengan seadanya, berkisar hanya Ya dan Tidak. Tidak ada niatan untuk menjelaskan lebih lanjut mengapa dan bagaimana kondisi medis tsb, juga tidak berusaha menggali informasi pada pasien secara lebih dalam. Maaf namun pengalaman saya menggunakan fitur chat dokter disini mengecewakan.",2
Alodokter,"Min, data pasien lebih diamankan lagi.. banyak penelpon misterius mengatasnamakan aplikasi ini👌",2
Alodokter,pelayanan sangat bagus dan akurat,5
Halodoc,Ribet..bolak balik ada kesalahan internal..mau pesen 1 macam obat aja udh 20 mnt blm selesai2,3
Alodokter,nice sangat menambah wawasan kita,3
Halodoc,Good,4
Alodokter,Respon dokter lama dan bila lewat waktu chat di tutup padahal sudah bayar biaya nya juga,1
Alodokter,padahal dulu chat dokter umum gratis tapi sekarang malah bayar walaupun 5rb tapi buang2 duit cuman buat chat doang itupun klo sering ngechat😡,2
Alodokter,Terimakasih atas solusinya..sangat bagus dan benar-benar membantu,5
Alodokter,harus ada sistem cancel dan refund agar jadi yang lebih baik,1
Halodoc,penjelasannya cukup baik,5
Halodoc,"Cuman chat dokter kok bayar, seharus nya gak bayar kalo chat dokter",2
Alodokter,Ok,3
Alodokter,Baik,3
Alodokter,sangat membantu,4
Halodoc,"Sangat membantu, tapi mahaaallll😓😓😓😓😓",4
Halodoc,Saya merasa terbantu,4
Alodokter,sangat ngebantu banget,5
Alodokter,Bagus,3
Halodoc,dokternyaa ramah baik .ngsih solusinyaa yg terbaik,5
Alodokter,lamaaaa respon,1
Halodoc,sangat puas doktee menjelaskan dengan detil dan komunikatif,5
Halodoc,mengecewakan sekali sudah bayar tapi dokter slow respon sampe waktu habis belum mendapatkan solusi,1
Halodoc,"Sebel banget. Masak iyaa nunggu driver kl driver kemaaan enggak bisa di gantiin ke driver lain, mlh suruh di batalin. Gk jelas bet!!",2
Alodokter,Sangat Membantu cuman sayang apotek yang ditunjukan obatnya sangatlah Mahal sekali,4
Halodoc,"Saya pakai ini, tapi baru kali ini kecewa karena obatnya ga tersedia di kota saya. Untuk dokter bisa tolong merekomendasikan obat sesuai ketersediaan obat di lokasi pasien. Sudah sakit obat tidak tersedia kan kesal. Mana klo Konsul lagi bayar lagi. Hmmm..",2
Alodokter,respon cepat,5
Halodoc,Cukup baik tetapi perlu diperbaiki di bagian verifikasi dengan kode OTP atau pembayaran dengan Gopay karena harus berulang2 baru sukses. Terima kasih,3
Alodokter,terimakasih sudah ramah dan membantu,5
Alodokter,Sedih karena aplikasi tidak dapat di akses. Ada apa yah.? Padahal dan lh bertahun-tahun langganan tiba-tiba kek gini,2
Halodoc,Sangat membantu dalam menangani permasalahan kesehatan.,4
Alodokter,jawaban jelas,5
Halodoc,mempermudah permasalahan kesehatan agar tidak salah beli obat dan lebih berpengalaman di bidangnya daripada apa kata orang 👍,5
Alodokter,Naisee,3
Halodoc,"suka sama aplikasi ini, mudah tidak perlu antri ke rumah sakit. obatnya pun cocok",5
Halodoc,"Order obat pagi ini selalu error, payah 👎",3
Alodokter,dokternya rama2,5
Halodoc,Aplikasi stuck tidak bisa beroperasi berulang kali keluar masuk keluar masuk terus tolong dibantu masalah ini,3
Halodoc,Respon untuk chat dokter cepet,4
Halodoc,"Kami telah memesan paket cek darah di Pramita Lab jalan HM Yamin Medan melalui aplikasi halodoc per tanggal 5 Feb 2022. Sesampainya di Lab, pihak Pramita mengatakan mereka TIDAK ADA kerja sama dengan halodoc terkait pemeriksaan darah, hingga kami HARUS MEMBAYAR lagi untuk cek darah yang kami lakukan.  Setelah proses rumit, dana sudah direfund, tetapi sungguh disayangkan. Jika kenyataannya halodoc belum bisa menyediakan fitur pesan dari aplikasi sebaiknya ditiadakan saja dulu.",2
Alodokter,sangat bermanfaat,4
Halodoc,"Niat install aplikasi ini karna pgnnya mempermudah beli obat, karna kondisi saya lagi sakit dan di kos sendirian. Tpi saya beli hari ini estimasi nyampenya 5 hari lagi.. Aplikasi ini tidak cocok digunakan untuk kondisi urgent.. Ini kalau yg beli obat lewat sini orang yg sakit parah keburu wasalamm obatnya baru nyampe.. Saya akan mengedit ulasan ini jika aplikasi halodoc sudah diperbaiki lagi sistemnya",2
Alodokter,Dok bagaimana menghilangkan masa lalu yg membuat anakku menggalami bipolar.,4
Alodokter,Sering mendapatkan telpon spam sejak daftar alodokter. Alodokter tidak menjaga informasi dari penggunanya. Chat dengan dokter seperti chat dengan bot/mesin. Tidak membantu,1
Alodokter,"Aplikasi eror, sudah diupdate berkali2 tapi tidak bisa masuk. Mohon diperbaiki dan dikembangkan aplikasinya.",3
Halodoc,"Saya book appointment dgn dokter, tp notifnya ga masuk pas udh jam appointment.. pdhl sebelumnya diberitahu akan di reminder 10 menit oleh aplikasi.. chat dokter jg ga masuk notif.. uang saya jd hangus.. jadi takut mau book appointment lagi ujung2nya bakal ga masuk notif dan uang hangus",2
Halodoc,bagus,4
Alodokter,sya merasah puas dengan layanan Alodokter,5
Alodokter,Kukira gratis ternyata byar,1
Halodoc,"saat menunggu waktu konsultasi ditulis akan dapat notif jika dichat dokter dalam beberapa menit saya tunggu2 tidak ada notif sama sekali kalau mau kembali ke beranda harus klik cancel dulu, waktu saya cancel karna sudah nunggu terlalu lama, ternyata dokternya sudah ngechat dari awal tapi layar tidak berganti dari timer menunggu, dan tidak ada notif sama sekali sesi konsul saya jadi tersisa hanya 4 menit berakhir sia sia dokternya sangat oke responnya 10/10 aplikasinya 2/10",2
Alodokter,aku kasih bintang 2 dulu. soalnya LG belajar mengenal aplikasi Alodokter,2
Alodokter,ok infonya,5
Alodokter,dokter ramah,5
Alodokter,Baik,4
Halodoc,Jurus ninja saat belum sempat brgkt ke dokter,5
Alodokter,Saya coba dulu yah,2
Alodokter,Masih mulai baru,3
Alodokter,Terima kasih aplikasi ini sangat membantu,3
Alodokter,Cukup pembantu masalah prostat saya...dokter nya cukup ramah...tapi sedikit lama balas cad nya.,4
Alodokter,"Blm ada pengalaman,, harapan kami semoga dengan adanya program Alodokter bermanfaat buat kami .",3
Halodoc,Ini dulu kalau sembuh ditambah 🙏,3
Alodokter,Kurang bagus dalam pengembalian uang saat membeli suatu product dari alodokter dan di batalkan oleh alodokter nya sendiri tapi gada saldo yg di kembalikan malah lama banget,2
Alodokter,kirim,4
Halodoc,Aplikasi sering error tolong di benahi... Hampir setiap mau cekout obat tiba-tiba hang/error,1
Halodoc,"Ada metode pmbayaran via shopeepay tapi bukan payleter, akhirnya tebus resep ditunda dulu :(",4
Alodokter,sangat membantu,5
Halodoc,Ribet bikin susah,1
Alodokter,Baik,4
Halodoc,"Uninstall aja kalo menurut gue ni aplikasi kalo emng kalian lagi butuh konsultasi segera, karena dokternya nggak ada yang respon hanya buang waktu. Mending langsung bawa ke RS setempat ya jangan ke aplikasi ini pasti rugi udh bayar buat Konsul tapi nggak dibales sama dokternya",1
Halodoc,"Baru kali ini kecewa make halodok, alasan driver ga bs ambil obat krna hujan, sdgkn sy udah meriang. Mau dicancel jg gk bisa!!",1
Alodokter,domter ramah dan baik jelas sangat membatu,5
Alodokter,Sangat membantu sekali,5
Halodoc,"konsultasi nya direspon dengan baik ..pertanyaan"" ditanggapi dengan baik jg....",5
Halodoc,Tiga bintang nanti kalo sembuh .. lima bintang,3
Halodoc,"Dokter tidak merespon. Saldo gopay saya tetap berkurang, tidak dikembalikan. Padahal konsultasi tidak terjadi, karena dokter tidak merespon. Saya kecewa!",2
Alodokter,penjelasan yg detail,5
Halodoc,"Mohon untuk payment konsul jangan gopay dan debit only, masukin opsi payment lain agar mudah seperti ovo dan dana , Terima kasih",3
Halodoc,Pehhh,1
Halodoc,Oke membantu. Meskipun pernah jg udh cancel krn kelamaan dpt kurir dan akhirnya keluar sndri ke apotek tp ttep dtg barangnya,4
Halodoc,Pesanan terkonfirmasi mulu. Kecewa berat cook,1
Alodokter,"ruang chatt sama dokter error, balasan dokter tidak masuk ruang chatt kecuali dari kita harus keluar ruang chatt dulu, baru masuk ruang chatt lagi, baru balasan dari dokternya masuk. harus bolak balik keluar masuk ruang chatt buat liat balasan chatt dokternya. mohon di perbaiki lagi karena aplikasinya bermanfaat. trimakasih",4
Halodoc,Semoga membantu,4
Alodokter,Alodokter sangat bermanfaat untuk konsultasi masalah kesehatan keluarga,4
Alodokter,"gimana sih min, udah bayar buat konsul tp ga ada tanggepan. disuruh komplen ke wa dg nomer tertera sama aja ga ada jawaban! lama² nyusahin ya!",1
Alodokter,jalanin dulu,3
Halodoc,Alhamdulillah bagus sih! Aplikasi ini bisa membantu masyarakt yg mngalami kesulitan dlm playanan kesehatn di saat para medis di sekitar msyarkt yg total brhnti krn adanya halangan brtugas! Cuma ada kendala ktika akn top up untk pembayarn obat tdk bisa trhubung jdi trpaksa mgkin harus beli obat di daerah trdekat!!! Mksih hallo dok!!!,4
Alodokter,"Ga bisa di cancel yang di bayar bulanan 30an, ujung-ujungnya ga di pake juga, tapi tiap bulan di ambil terus, lalu di telfon ke pusat untuk cancel ga bisa, aneh...",2
Halodoc,Masih baru,3
Alodokter,Engga fast respon,3
Alodokter,"APLIKASI TIDAK BERTANGGUNG JAWAB, RIBET SAYA KONSULTASI TENTANG GERD KE DOKTER DAN OBAT YANG DIBERI KEPADA SAYA OBAT KERAS DAN SAYA SUDAH MENUNGGU 24 JAM TAPI BELUM SAMPE OBATNYA DIA PIKIR PENYAKIT SAYA PENYAKIT BIASA NYAWA TARUHAN DAJJAL",1
Halodoc,Bagus,4
Halodoc,"Lagi-lagi masalah alamat, udah diketik di catatan alamat tapi tetap gak muncul, yang dulu pointingnya berubah... akhirnya nyebrang ke komplek belakang. Tolong serius masalah alamat kasihan Abang gojeknya.",2
Alodokter,"tolong dong, via pembayaran nya ditambah kan macam dana, Qris",2
Alodokter,Kalau udah cat sama dokter apa bisa di kasih resep nya,4
Halodoc,Okay,3
Alodokter,daripada offline bagus konsul online lebih detail dan puas,5
Halodoc,"Awal makai halodoc sih bagus, janji konsul di jam 4 sore dan btul2 di jam itu jg konsulnya. Tapi pas konsul kedua, saya pesannya di jam 4, kok dimajuin jadi jam 3 ya? Bangun2 udah selesai transaksi aja. Uang 40 ribu itu emg ga banyak, tp bagi saya rugi kalau tidak ada hasil yg didapatkan tiba-tiba selesai. Di riwayat chat dokter yg tdk saya balas tertulisnya jam 4, di tempat saya baru jam 3. Ini gimana ya? Tolong bantuannya dong, saya gak mau uang saya hilang gitu aja",2
Halodoc,entah apa yang salah satu mu login tapi g bisa udh 2 hari ga bisa alasan ya kode otp,1
Alodokter,"Semangkin jelek sistem nya tolong diperbaiki lagi , kayak gini saya yang rugi udah bayar tapi waktu udah habis dokternya sama sekali tdk menjawab",1
Alodokter,"sangat berguna Keterangan nya,terima kasih dokter",5
Halodoc,"Karyawannya lelet nyiapin obat, asik ngobrol ajaa",1
Halodoc,"Pertama transaksi, dibatalkan sepihak oleh aplikasi. Dana dikembalikan sebagai saldo halodok. Transaksi lagi, beli bio vision dikirim bisolvon.",1
Halodoc,Sumpah ya gue kasian sama kurirnya mesen yg instan tp kurirnya dari bekasi ke jaksel jauh bgt tolonglah diperbaiki lagi dan diperbanyak banyak kurirnya biar gk terlalu jauh kasian tau,3
Alodokter,"Saya uda bayar,sudah mau konsultasi tp ga dijawab...aplikasi apaan ini????blh ga uang saya dikembalikan????masa abis bayar dokternya ga ada jawaban sama skali????",2
Halodoc,Good,4
Halodoc,"aplikasinya bgus sih, cmn saran aja sebaiknya pembayaran, boleh via bri, bca, mandiri dll, agar lbih mudah bgi pengguna yg tdk pnya apk dana/gopay.",5
Alodokter,Mantap,4
Alodokter,Skrg mw Chet ja byar mna mhal Tibang konsultasi doang mendingan kdokter langsung ktauan diobatin .,2
Halodoc,knp ya apotek rekanan halodoc sering ga ad obat resepan dokter..konsumen jd rugi biaya konsultasi Dan ada lg nih barusan di konfirm apotek di aplikasi obatnya tersedia ternyata sistem ga update..rugi lg biaya konsul. Knp ya untuk wilayah klaten kota rekanan apoteknya mlh k apotek2 yg dr luar klaten kota..jd sering bgtt ga lengkap..semoga kedepan bisa di review lg agar apotek rekanan lbh lengkap persediaan obat dan update sistemnya.,3
Halodoc,Sudah mulai mengecewakan pesanan obat saya udah 6 hari kaga datang juga saya membayar loh saya sangat membutuhkan sekali obat yg saya pesan ini. Sebelum nya saya pesan disini aman aman aja,2
Halodoc,Sangat terbantu saat kt konsultasi ada jawapan terimakasih,2
Alodokter,Sya kasih bintang 3 dulu,3
Alodokter,"aplikasi apasih udah bayar nunggu lama, mana mahal lagi nyesel instal mending kesebelah aja",1
Alodokter,"Cukup baik, jelas, respon cepat juga sih.!!",3
Alodokter,"Sebaiknya artiket dikasih gambar untuk memperjelas sub judul yang diberikan. Biar jelas, ngga baca sambil membayangkan.",3
Halodoc,"buruk , masa harga beda sama di aplikasi disuruh nambah hadeh",1
Halodoc,"nc , a",4
Alodokter,yyyyyjuuf UU era d free dsieex ini,4
Halodoc,Oke,4
Alodokter,"Saya kurang menyukai, karena 1 dokterpun tak ada yg gratis. Semua butuh konsultasi ke dokter jika waktunya perlu. Bayangin posisi tengah malam dan keluarga tidak punya duit untuk membayar konsul, dan dia perlu untuk konsul itu. Sangat bersahabat untuk menengah ke atas, dan tidak untuk yg di bawah. Mohon diterima usulannya, jika pun yg gratis itu dokter umum",2
Alodokter,Tak berguna nih aplikasi pdhl masuk kode verifikasi benar ..malah gk bisa,3
Alodokter,sangat bermanfaat,5
Halodoc,Dokternya terlalu lama bls chat durasi konsultasi hannya 30mnt dan dokternya bls 10mnt jdi gak bisa nyampaikan keluhan secara detail saya menggunakan apkk ini untuk mempermudah konsultasi malah jdi tidak dpt apa apa untuk apkk nya bagus gak ada gangguan sistem sama sekali,3
Alodokter,makash dok,4
Halodoc,terima kasih. sangat membantu.,5
Alodokter,top,5
Halodoc,Mudah mudahan bisa lebih baik lagi,4
Halodoc,"Pesanan tulisannya sudah di terima tapi barang tdk sampai tdk bisa dilacak tdk ad bukti penerima no kurir yang bisa di hubungi,ini sudah kali ke dua seperti ini, sebelumnya barang di lempar ke rumah orang lain,apa bila bahan kemasan obat dari kaca bisa pecah",1
Alodokter,Aplikasi ga guna ini chat bukan sama dokter jauh dibanding halodoc. Ini chat sama chatboot tanpa liat kondisi pasien abis itu chat ditutup. Harga murah sesuai kwalitas yang ga guna,1
Halodoc,Halo admin mau tanya Vaksinasi daftar di halodoc tidak ada ya yg area Surabaya?,2
Alodokter,Mantap,4
Alodokter,okkk,5
Halodoc,sangat membantu,5
Halodoc,"Aplikasinya bagus sangat membantu agar lebih baik untuk halodoc mungkin di pemesanan kita tolong diberikan nama apotiknya dan juga mungkin apotik2 yang bekerja sama dengan halodoc lebih di perketat lagi syaratnya dan kejelasan apotiknya, karna saya order obat driver gojek tidak menemukan apotik tersebut. Setelah saya cek sendiri melalui Google map bahwa benar di lokasi tersebut tidak ada apotik tersebut...",4
